                  上证50 (000016) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 
 2008/12/12	 1551.03	 1559.53	 1483.77	 1499.29	       26635408	    1566.21	    1522.23	    1499.48	    1514.01	    1794.55	    2586.84	           	           	           	           	      19.95	       9.36	      21.18	26635408.00	32669938.00	29716156.00	
 2008/12/15	 1524.14	 1536.17	 1486.27	 1508.71	       19513608	    1547.40	    1530.62	    1496.27	    1510.62	    1788.17	    2576.60	           	           	           	           	      17.36	      10.96	      12.80	19513608.00	28367518.00	30128818.00	
 2008/12/16	 1492.24	 1514.32	 1462.70	 1512.08	       18215622	    1538.92	    1539.88	    1498.92	    1508.90	    1782.27	    2566.16	           	           	           	           	      15.40	      11.85	       7.11	18215622.00	25173418.00	30003916.00	
 2008/12/17	 1518.17	 1532.64	 1505.20	 1510.35	       20962280	    1519.49	    1542.23	    1497.25	    1508.52	    1776.06	    2555.53	           	           	           	           	      13.55	      12.19	       2.73	20962280.00	22499956.00	29090708.00	
 2008/12/18	 1508.47	 1554.10	 1493.40	 1552.75	       21926880	    1516.64	    1545.34	    1499.29	    1509.26	    1769.55	    2545.11	           	           	           	           	      15.33	      12.82	       5.04	21926880.00	21450760.00	26922200.00	
 2008/12/19	 1542.79	 1577.88	 1538.80	 1554.11	       24106302	    1527.60	    1546.91	    1501.94	    1507.65	    1763.11	    2534.99	           	           	           	           	      16.66	      13.59	       6.15	24106302.00	20944938.00	26807438.00	
 2008/12/22	 1552.71	 1554.18	 1508.38	 1522.44	       18001028	    1530.35	    1538.88	    1506.29	    1503.35	    1757.41	    2525.28	           	           	           	           	      14.99	      13.87	       2.24	18001028.00	20642422.00	24504970.00	
 2008/12/23	 1521.60	 1521.60	 1451.34	 1451.76	       22040964	    1518.28	    1528.60	    1507.10	    1498.78	    1751.38	    2515.06	           	           	           	           	       7.87	      12.67	      -9.60	22040964.00	21407490.00	23290454.00	
 2008/12/24	 1434.59	 1451.63	 1419.56	 1428.90	       14746919	    1501.99	    1510.74	    1506.52	    1493.66	    1745.94	    2505.27	           	           	           	           	       0.37	      10.21	     -19.67	14746919.00	20164418.00	21332188.00	
 2008/12/25	 1431.18	 1439.66	 1401.28	 1415.83	       13920728	    1474.61	    1495.62	    1504.52	    1487.11	    1740.55	    2495.53	           	           	           	           	      -6.54	       6.86	     -26.80	13920728.00	18563188.00	20006974.00	
 2008/12/26	 1414.92	 1431.36	 1405.59	 1416.83	       12129061	    1447.15	    1487.38	    1504.81	    1480.53	    1734.95	    2485.39	           	           	           	           	     -11.81	       3.12	     -29.87	12129061.00	16167740.00	18556340.00	
 2008/12/29	 1409.73	 1414.36	 1385.45	 1407.63	       12260064	    1424.19	    1477.27	    1503.94	    1475.45	    1729.37	    2474.86	           	           	           	           	     -16.53	      -0.81	     -31.45	12260064.00	15019547.00	17830984.00	
 2008/12/30	 1407.06	 1419.89	 1385.31	 1390.40	       14713589	    1411.92	    1465.10	    1502.49	    1470.65	    1722.70	    2464.10	           	           	           	           	     -21.42	      -4.93	     -32.98	14713589.00	13554072.00	17480782.00	
 2008/12/31	 1393.42	 1404.75	 1382.07	 1384.91	       13018634	    1403.12	    1452.56	    1497.39	    1467.06	    1715.97	    2452.95	           	           	           	           	     -25.44	      -9.03	     -32.82	13018634.00	13208415.00	16686417.00	
 2009/01/05	 1411.08	 1437.06	 1402.05	 1436.89	       20985156	    1407.33	    1440.97	    1493.16	    1464.55	    1708.86	    2442.05	           	           	           	           	     -24.16	     -12.06	     -24.20	20985156.00	14621301.00	16592244.00	
 2009/01/06	 1436.48	 1488.34	 1430.70	 1482.28	       30216440	    1420.42	    1433.79	    1490.35	    1463.79	    1702.38	    2431.27	           	           	           	           	     -19.26	     -13.50	     -11.52	30216440.00	18238776.00	17203258.00	
 2009/01/07	 1482.02	 1495.65	 1468.18	 1468.46	       23773360	    1432.59	    1428.39	    1483.63	    1461.37	    1695.91	    2420.11	           	           	           	           	     -16.30	     -14.06	      -4.48	23773360.00	20541436.00	17780492.00	
 2009/01/08	 1439.32	 1440.11	 1420.18	 1430.09	       23259444	    1440.53	    1426.22	    1477.41	    1459.12	    1689.00	    2408.93	           	           	           	           	     -16.86	     -14.62	      -4.48	23259444.00	22250606.00	17902340.00	
 2009/01/09	 1428.24	 1452.37	 1428.24	 1447.14	       17500536	    1452.97	    1428.05	    1469.39	    1457.43	    1683.08	    2397.83	           	           	           	           	     -15.74	     -14.84	      -1.80	17500536.00	23146988.00	18177702.00	
 2009/01/12	 1441.63	 1462.31	 1433.87	 1441.73	       18786988	    1453.94	    1430.64	    1463.13	    1456.91	    1677.68	    2386.68	           	           	           	           	     -15.12	     -14.90	      -0.44	18786988.00	22707354.00	18664328.00	
 2009/01/13	 1420.13	 1433.25	 1412.93	 1414.08	       18346408	    1440.30	    1430.36	    1458.87	    1455.81	    1672.19	    2375.21	           	           	           	           	     -16.67	     -15.25	      -2.83	18346408.00	20333348.00	19286062.00	
 2009/01/14	 1413.44	 1476.71	 1413.44	 1476.71	       23646540	    1441.95	    1437.27	    1457.27	    1454.89	    1666.51	    2363.79	           	           	           	           	     -12.69	     -14.74	       4.10	23646540.00	20307984.00	20424710.00	
 2009/01/15	 1460.61	 1484.92	 1452.39	 1469.20	       31609588	    1449.77	    1445.15	    1455.12	    1454.14	    1660.18	    2352.24	           	           	           	           	     -10.03	     -13.80	       7.53	31609588.00	21978012.00	22114310.00	
 2009/01/16	 1478.07	 1533.96	 1478.07	 1502.00	       43323920	    1460.74	    1456.86	    1454.71	    1454.66	    1654.22	    2340.62	           	           	           	           	      -5.22	     -12.08	      13.73	43323920.00	27142688.00	25144838.00	
 2009/01/19	 1522.14	 1568.64	 1517.98	 1529.58	       38930552	    1478.31	    1466.13	    1453.55	    1455.83	    1648.52	    2329.01	           	           	           	           	       0.81	      -9.50	      20.63	38930552.00	31171402.00	26939378.00	
 2009/01/20	 1524.82	 1539.96	 1508.67	 1539.37	       22132412	    1503.37	    1471.84	    1452.81	    1458.02	    1642.18	    2317.24	           	           	           	           	       6.31	      -6.34	      25.30	22132412.00	31928602.00	26130974.00	
 2009/01/21	 1513.19	 1560.91	 1510.23	 1536.76	       27092350	    1515.38	    1478.67	    1453.53	    1461.87	    1636.11	    2305.39	           	           	           	           	      10.34	      -3.00	      26.69	27092350.00	32617764.00	26462874.00	
 2009/01/22	 1547.89	 1557.80	 1525.01	 1547.59	       22723644	    1531.06	    1490.42	    1458.32	    1465.10	    1630.02	    2293.82	           	           	           	           	      14.24	       0.44	      27.59	22723644.00	30840576.00	26409294.00	
 2009/01/23	 1542.93	 1553.61	 1530.46	 1538.27	       22755500	    1538.31	    1499.53	    1463.79	    1468.79	    1624.23	    2282.88	           	           	           	           	      16.39	       3.63	      25.51	22755500.00	26726892.00	26934790.00	
 2009/02/02	 1553.34	 1556.60	 1529.17	 1541.68	       16442717	    1540.73	    1509.52	    1470.08	    1471.84	    1618.59	    2272.33	           	           	           	           	      18.16	       6.54	      23.24	16442717.00	22229324.00	26700364.00	
 2009/02/03	 1542.43	 1580.71	 1538.20	 1580.29	       32066870	    1548.92	    1526.15	    1478.25	    1476.05	    1613.72	    2261.87	           	           	           	           	      22.42	       9.72	      25.41	32066870.00	24216216.00	28072410.00	
 2009/02/04	 1588.61	 1632.24	 1587.56	 1631.74	       40219216	    1567.91	    1541.65	    1489.46	    1481.18	    1608.94	    2252.49	           	           	           	           	      29.61	      13.69	      31.83	40219216.00	26841590.00	29729676.00	
 2009/02/05	 1630.26	 1677.87	 1617.92	 1629.47	       45554652	    1584.29	    1557.68	    1501.41	    1486.45	    1604.55	    2244.29	           	           	           	           	      34.72	      17.90	      33.64	45554652.00	31407792.00	31124184.00	
 2009/02/06	 1634.60	 1691.49	 1634.60	 1689.00	       39969032	    1614.44	    1576.38	    1516.62	    1491.76	    1600.96	    2235.76	           	           	           	           	      43.08	      22.93	      40.28	39969032.00	34850496.00	30788694.00	
 2009/02/09	 1715.15	 1735.62	 1696.40	 1716.51	       48250444	    1649.40	    1595.07	    1530.60	    1498.15	    1597.34	    2227.35	           	           	           	           	      51.33	      28.61	      45.43	48250444.00	41212044.00	31720684.00	
 2009/02/10	 1710.12	 1726.44	 1683.28	 1723.55	       42982108	    1678.05	    1613.49	    1542.66	    1504.15	    1593.84	    2218.74	           	           	           	           	      57.77	      34.44	      46.65	42982108.00	43395092.00	33805652.00	
 2009/02/11	 1694.05	 1764.02	 1682.84	 1728.94	       59101428	    1697.49	    1632.70	    1555.68	    1508.48	    1591.11	    2211.27	           	           	           	           	      62.59	      40.07	      45.03	59101428.00	47171532.00	37006560.00	
 2009/02/12	 1729.66	 1733.43	 1661.95	 1699.35	       45026716	    1711.47	    1647.88	    1569.15	    1512.75	    1588.81	    2203.62	           	           	           	           	      63.29	      44.72	      37.15	45026716.00	47065944.00	39236868.00	
 2009/02/13	 1700.58	 1758.61	 1688.34	 1755.57	       57672060	    1724.78	    1669.61	    1584.57	    1517.71	    1587.09	    2196.48	           	           	           	           	      67.60	      49.29	      36.62	57672060.00	50606552.00	42728524.00	
 2009/02/16	 1771.62	 1817.55	 1768.83	 1817.06	       64621120	    1744.89	    1697.15	    1603.34	    1522.83	    1585.99	    2189.75	           	           	           	           	      75.12	      54.46	      41.32	64621120.00	53880688.00	47546364.00	
 2009/02/17	 1815.57	 1829.47	 1762.77	 1763.94	       58692384	    1752.97	    1715.51	    1620.83	    1526.39	    1584.51	    2182.81	           	           	           	           	      75.91	      58.75	      34.32	58692384.00	57022740.00	50208916.00	
 2009/02/18	 1723.86	 1743.60	 1672.33	 1675.86	       45618608	    1742.36	    1719.93	    1630.79	    1528.11	    1582.17	    2174.33	           	           	           	           	      68.64	      60.73	      15.83	45618608.00	54326176.00	50748856.00	
 2009/02/19	 1688.82	 1703.10	 1651.59	 1675.77	       35002452	    1737.64	    1724.55	    1641.11	    1531.72	    1580.63	    2165.97	           	           	           	           	      62.16	      61.01	       2.29	35002452.00	52321324.00	49693636.00	
 2009/02/20	 1673.97	 1696.10	 1651.40	 1695.26	       32182628	    1725.58	    1725.18	    1650.78	    1534.24	    1579.02	    2158.11	           	           	           	           	      57.92	      60.40	      -4.95	32182628.00	47223440.00	48914996.00	
 2009/02/23	 1680.82	 1740.78	 1654.89	 1733.42	       43389988	    1708.85	    1726.87	    1660.97	    1537.94	    1576.44	    2150.21	           	           	           	           	      56.99	      59.71	      -5.45	43389988.00	42977212.00	48428948.00	
 2009/02/24	 1703.48	 1721.36	 1635.15	 1640.57	       48648060	    1684.18	    1718.57	    1666.03	    1540.26	    1573.64	    2142.19	           	           	           	           	      48.20	      57.41	     -18.42	48648060.00	40968348.00	48995544.00	
 2009/02/25	 1661.75	 1681.48	 1596.61	 1662.26	       42926336	    1681.46	    1711.91	    1672.31	    1544.04	    1571.26	    2134.00	           	           	           	           	      42.50	      54.43	     -23.86	42926336.00	40429892.00	47378036.00	
 2009/02/26	 1651.77	 1688.22	 1593.22	 1605.61	       43721212	    1667.42	    1702.53	    1675.21	    1546.88	    1568.35	    2125.28	           	           	           	           	      33.03	      50.15	     -34.25	43721212.00	42173644.00	47247484.00	
 2009/02/27	 1592.39	 1621.11	 1580.40	 1592.01	       35963536	    1646.77	    1686.18	    1677.89	    1549.40	    1565.62	    2116.94	           	           	           	           	      24.14	      44.95	     -41.61	35963536.00	42929828.00	45076632.00	
 2009/03/02	 1586.56	 1605.54	 1553.69	 1592.61	       24298956	    1618.61	    1663.73	    1680.44	    1551.68	    1562.87	    2108.83	           	           	           	           	      16.96	      39.35	     -44.79	24298956.00	39111620.00	41044416.00	
 2009/03/03	 1552.86	 1583.25	 1544.62	 1563.97	       24521156	    1603.29	    1643.73	    1679.62	    1554.23	    1559.75	    2101.22	           	           	           	           	       8.85	      33.25	     -48.80	24521156.00	34286240.00	37627292.00	
 2009/03/04	 1568.72	 1677.84	 1568.72	 1671.57	       50759728	    1605.15	    1643.30	    1681.61	    1558.34	    1557.22	    2094.58	           	           	           	           	      10.98	      28.79	     -35.63	50759728.00	35852916.00	38141404.00	
 2009/03/05	 1691.25	 1718.57	 1658.05	 1694.65	       64211052	    1622.96	    1645.19	    1684.87	    1562.93	    1555.46	    2087.90	           	           	           	           	      14.36	      25.91	     -23.09	64211052.00	39950884.00	41062264.00	
 2009/03/06	 1659.57	 1700.85	 1656.60	 1676.79	       36670056	    1639.92	    1643.35	    1684.26	    1566.09	    1553.75	    2080.77	           	           	           	           	      15.43	      23.81	     -16.77	36670056.00	40092188.00	41511008.00	
 2009/03/09	 1689.12	 1716.35	 1619.79	 1620.13	       39413376	    1645.42	    1632.02	    1679.44	    1567.73	    1551.84	    2073.51	           	           	           	           	      11.56	      21.36	     -19.60	39413376.00	43115072.00	41113348.00	
 2009/03/10	 1601.65	 1649.13	 1594.47	 1648.15	       24170512	    1662.26	    1632.78	    1675.67	    1569.56	    1550.19	    2066.22	           	           	           	           	      10.64	      19.22	     -17.15	24170512.00	43044944.00	38665592.00	
 2009/03/11	 1685.14	 1687.62	 1629.30	 1634.08	       29196944	    1654.76	    1629.96	    1670.93	    1570.08	    1548.83	    2058.60	           	           	           	           	       8.67	      17.11	     -16.87	29196944.00	38732388.00	37292652.00	
 2009/03/12	 1623.61	 1630.50	 1590.24	 1628.34	       21349868	    1641.50	    1632.23	    1667.38	    1571.31	    1547.65	    2051.41	           	           	           	           	       6.58	      15.00	     -16.85	21349868.00	30160152.00	35055520.00	
 2009/03/13	 1640.53	 1656.56	 1622.51	 1626.02	       21930750	    1631.34	    1635.63	    1660.90	    1571.62	    1546.36	    2044.39	           	           	           	           	       4.67	      12.94	     -16.53	21930750.00	27212290.00	33652240.00	
 2009/03/16	 1619.76	 1663.00	 1604.09	 1656.18	       21801172	    1638.55	    1641.99	    1652.86	    1573.11	    1545.31	    2037.23	           	           	           	           	       5.53	      11.46	     -11.84	21801172.00	23689850.00	33402462.00	
 2009/03/17	 1656.01	 1710.53	 1651.69	 1705.51	       38270556	    1650.03	    1656.14	    1649.94	    1576.55	    1545.28	    2030.47	           	           	           	           	      10.08	      11.18	      -2.20	38270556.00	26509858.00	34777400.00	
 2009/03/18	 1714.99	 1727.51	 1701.36	 1702.30	       38995488	    1663.67	    1659.21	    1651.26	    1579.77	    1545.20	    2024.26	           	           	           	           	      13.27	      11.60	       3.35	38995488.00	28469566.00	33600976.00	
 2009/03/19	 1706.31	 1736.69	 1697.37	 1733.80	       37310616	    1684.76	    1663.13	    1654.16	    1583.47	    1546.18	    2018.13	           	           	           	           	      18.13	      12.91	      10.46	37310616.00	31661716.00	30910934.00	
 2009/03/20	 1737.53	 1744.61	 1705.96	 1726.21	       42913776	    1704.80	    1668.07	    1655.71	    1587.06	    1547.79	    2012.38	           	           	           	           	      21.13	      14.55	      13.16	42913776.00	35858320.00	31535306.00	
 2009/03/23	 1728.66	 1773.92	 1723.28	 1767.05	       42670980	    1726.97	    1682.76	    1657.39	    1590.64	    1549.95	    2007.00	           	           	           	           	      26.50	      16.94	      19.11	42670980.00	40032284.00	31861066.00	
 2009/03/24	 1802.16	 1807.41	 1768.64	 1776.12	       46013976	    1741.10	    1695.56	    1664.17	    1594.34	    1550.99	    2001.77	           	           	           	           	      31.12	      19.78	      22.69	46013976.00	41580968.00	34045412.00	
 2009/03/25	 1764.03	 1793.92	 1746.67	 1747.42	       39095568	    1750.12	    1706.90	    1668.43	    1598.09	    1550.72	    1996.82	           	           	           	           	      32.10	      22.24	      19.72	39095568.00	41600984.00	35035276.00	
 2009/03/26	 1755.87	 1812.21	 1744.15	 1811.87	       51621532	    1765.73	    1725.25	    1678.74	    1604.09	    1551.43	    1992.59	           	           	           	           	      37.65	      25.32	      24.64	51621532.00	44463168.00	38062440.00	
 2009/03/27	 1827.98	 1840.14	 1812.63	 1825.63	       60774372	    1785.62	    1745.21	    1690.42	    1610.70	    1552.18	    1988.11	           	           	           	           	      42.66	      28.79	      27.73	60774372.00	48035284.00	41946804.00	
 2009/03/30	 1829.11	 1836.10	 1807.93	 1817.41	       40257216	    1795.69	    1761.33	    1701.66	    1617.39	    1552.25	    1983.33	           	           	           	           	      45.44	      32.12	      26.64	40257216.00	47552532.00	43792408.00	
 2009/03/31	 1783.72	 1839.07	 1772.27	 1830.28	       38860536	    1806.52	    1773.81	    1714.98	    1624.28	    1552.41	    1978.57	           	           	           	           	      48.13	      35.32	      25.62	38860536.00	46121844.00	43851408.00	
 2009/04/01	 1839.41	 1865.48	 1833.84	 1852.02	       50101500	    1827.44	    1788.78	    1724.00	    1631.69	    1553.57	    1974.50	           	           	           	           	      51.43	      38.54	      25.76	50101500.00	48323032.00	44962008.00	
 2009/04/02	 1859.88	 1899.23	 1859.56	 1878.40	       59334144	    1840.75	    1803.24	    1733.19	    1639.82	    1555.24	    1970.47	           	           	           	           	      55.52	      41.94	      27.17	59334144.00	49865552.00	47164360.00	
 2009/04/03	 1898.69	 1920.77	 1877.47	 1892.73	       57205048	    1854.17	    1819.89	    1743.98	    1648.29	    1557.67	    1966.46	           	           	           	           	      59.25	      45.40	      27.69	57205048.00	49151688.00	48593488.00	
 2009/04/07	 1892.67	 1915.60	 1869.48	 1894.12	       39216360	    1869.51	    1832.60	    1757.68	    1655.91	    1560.23	    1962.99	           	           	           	           	      61.60	      48.64	      25.91	39216360.00	48943516.00	48248024.00	
 2009/04/08	 1883.14	 1892.41	 1816.12	 1816.33	       44829040	    1866.72	    1836.62	    1766.09	    1661.48	    1562.63	    1958.62	           	           	           	           	      56.53	      50.22	      12.63	44829040.00	50137220.00	48129532.00	
 2009/04/09	 1817.20	 1847.99	 1803.06	 1847.17	       31921132	    1865.75	    1846.60	    1776.75	    1667.79	    1564.58	    1954.71	           	           	           	           	      54.38	      51.05	       6.66	31921132.00	46501144.00	47412088.00	
 2009/04/10	 1867.50	 1895.56	 1858.44	 1895.16	       43691648	    1869.10	    1854.93	    1790.09	    1675.54	    1567.33	    1951.44	           	           	           	           	      55.90	      52.02	       7.76	43691648.00	43372644.00	46619100.00	
 2009/04/13	 1915.43	 1952.04	 1911.80	 1939.56	       60081528	    1878.47	    1866.32	    1805.76	    1683.75	    1570.59	    1948.21	           	           	           	           	      60.00	      53.62	      12.77	60081528.00	43947940.00	46549816.00	
 2009/04/14	 1935.99	 1955.89	 1928.03	 1949.02	       41127308	    1889.45	    1879.48	    1820.41	    1692.20	    1574.55	    1944.70	           	           	           	           	      63.28	      55.55	      15.46	41127308.00	44330132.00	46636824.00	
 2009/04/15	 1938.77	 1950.77	 1905.10	 1943.35	       45419024	    1914.85	    1890.79	    1832.30	    1701.02	    1578.41	    1940.65	           	           	           	           	      64.68	      57.37	      14.61	45419024.00	44448128.00	47292672.00	
 2009/04/16	 1945.12	 1958.75	 1907.43	 1943.21	       45935584	    1934.06	    1899.91	    1844.34	    1708.80	    1581.84	    1936.55	           	           	           	           	      65.02	      58.90	      12.24	45935584.00	47251020.00	46876080.00	
 2009/04/17	 1933.50	 1951.66	 1908.08	 1920.31	       36943112	    1939.09	    1904.10	    1853.67	    1716.32	    1585.23	    1933.02	           	           	           	           	      62.73	      59.67	       6.12	36943112.00	45901312.00	44636980.00	
 2009/04/20	 1915.99	 1958.33	 1913.80	 1956.78	       36088904	    1942.53	    1910.50	    1865.20	    1723.89	    1589.28	    1929.48	           	           	           	           	      63.12	      60.36	       5.53	36088904.00	41102788.00	42525364.00	
 2009/04/21	 1926.47	 1945.93	 1903.86	 1930.57	       41172496	    1938.84	    1914.15	    1873.37	    1730.58	    1593.21	    1925.74	           	           	           	           	      60.62	      60.41	       0.42	41172496.00	41111824.00	42720976.00	
 2009/04/22	 1941.17	 1967.27	 1867.42	 1874.75	       52283536	    1925.12	    1919.99	    1878.30	    1736.17	    1597.09	    1922.50	           	           	           	           	      53.52	      59.03	     -11.03	52283536.00	42484728.00	43466428.00	
 2009/04/23	 1859.12	 1882.71	 1850.25	 1876.42	       32601480	    1911.77	    1922.91	    1884.75	    1741.83	    1601.85	    1919.14	           	           	           	           	      47.48	      56.72	     -18.49	32601480.00	39817904.00	43534464.00	
 2009/04/24	 1886.15	 1888.09	 1857.78	 1860.75	       28122082	    1899.85	    1919.47	    1887.20	    1747.05	    1606.08	    1915.97	           	           	           	           	      40.95	      53.57	     -25.23	28122082.00	38053700.00	41977504.00	
 2009/04/27	 1858.86	 1866.14	 1815.82	 1827.47	       31129340	    1873.99	    1908.26	    1887.29	    1751.87	    1610.33	    1912.92	           	           	           	           	      32.72	      49.40	     -33.36	31129340.00	37061788.00	39082288.00	
 2009/04/28	 1810.24	 1837.48	 1805.78	 1826.14	       25549866	    1853.11	    1895.97	    1887.73	    1756.61	    1614.22	    1910.18	           	           	           	           	      25.79	      44.68	     -37.77	25549866.00	33937260.00	37524544.00	
 2009/04/29	 1827.00	 1910.45	 1822.93	 1901.07	       38703264	    1858.37	    1891.75	    1891.27	    1761.96	    1619.00	    1907.60	           	           	           	           	      26.05	      40.95	     -29.81	38703264.00	31221206.00	36852968.00	
 2009/04/30	 1903.23	 1910.03	 1884.53	 1895.70	       36316856	    1862.23	    1887.00	    1893.45	    1766.35	    1623.77	    1904.80	           	           	           	           	      25.52	      37.86	     -24.69	36316856.00	31964282.00	35891092.00	
 2009/05/04	 1903.08	 1959.81	 1900.04	 1957.94	       47087604	    1881.66	    1890.76	    1897.43	    1771.83	    1629.14	    1901.76	           	           	           	           	      29.78	      36.25	     -12.93	47087604.00	35757384.00	36905544.00	
 2009/05/05	 1971.74	 1986.59	 1952.09	 1960.98	       42412004	    1908.37	    1891.18	    1900.84	    1776.36	    1634.06	    1897.68	           	           	           	           	      33.02	      35.60	      -5.16	42412004.00	38013920.00	37537852.00	
 2009/05/06	 1960.89	 1989.09	 1951.76	 1980.20	       44389520	    1939.18	    1896.14	    1905.14	    1780.76	    1639.45	    1893.66	           	           	           	           	      36.72	      35.83	       1.79	44389520.00	41781848.00	37859556.00	
 2009/05/07	 1992.35	 2015.90	 1971.04	 1991.17	       51996800	    1957.20	    1907.78	    1913.89	    1785.22	    1644.69	    1889.95	           	           	           	           	      40.07	      36.68	       6.80	51996800.00	44440556.00	37830880.00	
 2009/05/08	 1982.55	 2027.92	 1973.47	 2022.95	       46700700	    1982.65	    1922.44	    1922.68	    1790.12	    1649.30	    1886.20	           	           	           	           	      44.78	      38.30	      12.97	46700700.00	46517324.00	39240804.00	
 2009/05/11	 2040.18	 2086.54	 2000.53	 2000.78	       59709600	    1991.22	    1936.44	    1927.96	    1795.14	    1653.94	    1881.70	           	           	           	           	      46.19	      39.87	      12.63	59709600.00	49041724.00	42399556.00	
 2009/05/12	 1985.39	 2037.29	 1980.09	 2035.98	       39006260	    2006.22	    1957.29	    1932.78	    1799.81	    1658.76	    1877.17	           	           	           	           	      49.57	      41.81	      15.52	39006260.00	48360576.00	43187248.00	
 2009/05/13	 2037.80	 2059.17	 2019.12	 2053.80	       48521108	    2020.94	    1980.06	    1938.02	    1803.76	    1663.30	    1872.87	           	           	           	           	      53.08	      44.07	      18.03	48521108.00	49186892.00	45484372.00	
 2009/05/14	 2025.54	 2033.93	 2002.54	 2021.56	       34955308	    2027.01	    1992.11	    1941.93	    1808.05	    1667.22	    1869.04	           	           	           	           	      52.65	      45.78	      13.74	34955308.00	45778596.00	45109576.00	
 2009/05/15	 2028.73	 2039.38	 2010.14	 2022.30	       23453652	    2026.88	    2004.77	    1945.88	    1813.83	    1670.97	    1864.97	           	           	           	           	      51.78	      46.98	       9.59	23453652.00	41129184.00	43823256.00	
 2009/05/18	 2011.23	 2030.50	 1985.68	 2029.06	       33345920	    2032.54	    2011.88	    1951.32	    1819.72	    1675.72	    1861.18	           	           	           	           	      51.04	      47.79	       6.49	33345920.00	35856448.00	42449088.00	
 2009/05/19	 2051.57	 2059.15	 2038.28	 2050.05	       40869764	    2035.35	    2020.79	    1955.98	    1825.63	    1679.94	    1857.41	           	           	           	           	      51.55	      48.55	       6.02	40869764.00	36229152.00	42294864.00	
 2009/05/20	 2051.67	 2053.34	 2018.90	 2019.41	       35480796	    2028.48	    2024.71	    1960.42	    1830.40	    1684.17	    1853.79	           	           	           	           	      48.93	      48.62	       0.61	35480796.00	33621088.00	41403992.00	
 2009/05/21	 2004.77	 2016.31	 1963.36	 1972.47	       38030312	    2018.66	    2022.84	    1965.31	    1835.93	    1688.09	    1849.57	           	           	           	           	      42.56	      47.41	      -9.69	38030312.00	34236088.00	40007344.00	
 2009/05/22	 1959.31	 1980.68	 1951.74	 1967.66	       23634838	    2007.73	    2017.31	    1969.87	    1841.02	    1692.53	    1845.42	           	           	           	           	      36.71	      45.27	     -17.12	23634838.00	34272328.00	37700756.00	
 2009/05/25	 1930.84	 1978.94	 1927.03	 1970.98	       27749360	    1996.11	    2014.33	    1975.38	    1847.11	    1696.99	    1841.27	           	           	           	           	      31.97	      42.61	     -21.28	27749360.00	33153014.00	34504732.00	
 2009/05/26	 1976.61	 1978.65	 1945.02	 1945.50	       23703008	    1975.20	    2005.28	    1981.29	    1853.00	    1701.20	    1837.13	           	           	           	           	      25.86	      39.26	     -26.80	23703008.00	29719662.00	32974406.00	
 2009/05/27	 1954.67	 2000.38	 1949.87	 1991.29	       32485704	    1969.58	    1999.03	    1989.54	    1859.64	    1705.66	    1833.76	           	           	           	           	      24.43	      36.30	     -23.72	32485704.00	29120644.00	31370866.00	
 2009/06/01	 2021.73	 2082.88	 2021.73	 2076.88	       57326144	    1990.46	    2004.56	    1998.33	    1868.19	    1711.21	    1830.49	           	           	           	           	      29.86	      35.01	     -10.29	57326144.00	32979810.00	33607948.00	
 2009/06/02	 2091.72	 2101.84	 2069.50	 2074.76	       50817360	    2011.88	    2009.81	    2007.29	    1874.91	    1716.63	    1827.43	           	           	           	           	      33.61	      34.73	      -2.24	50817360.00	38416316.00	36344320.00	
 2009/06/03	 2075.93	 2150.13	 2075.93	 2149.58	       53337540	    2047.60	    2021.86	    2016.87	    1882.49	    1722.71	    1824.68	           	           	           	           	      42.13	      36.21	      11.84	53337540.00	43533952.00	38343484.00	
 2009/06/04	 2138.63	 2182.67	 2131.42	 2174.01	       62507756	    2093.30	    2034.25	    2027.52	    1890.78	    1728.44	    1822.39	           	           	           	           	      50.27	      39.02	      22.50	62507756.00	51294900.00	40507280.00	
 2009/06/05	 2183.04	 2191.19	 2159.77	 2160.42	       44855356	    2127.13	    2048.35	    2036.53	    1899.79	    1733.76	    1820.02	           	           	           	           	      55.00	      42.22	      25.56	44855356.00	53768832.00	41444736.00	
 2009/06/08	 2161.10	 2214.43	 2143.42	 2186.47	       47140020	    2149.05	    2069.75	    2046.30	    1908.76	    1739.16	    1817.42	           	           	           	           	      60.15	      45.80	      28.69	47140020.00	51731608.00	42355708.00	
 2009/06/09	 2186.13	 2198.39	 2145.16	 2197.15	       44567884	    2173.53	    2092.70	    2055.01	    1918.14	    1744.11	    1815.14	           	           	           	           	      64.35	      49.51	      29.68	44567884.00	50481712.00	44449012.00	
 2009/06/10	 2201.83	 2224.63	 2197.28	 2212.19	       46412004	    2186.05	    2116.82	    2065.58	    1927.87	    1749.59	    1812.79	           	           	           	           	      68.11	      53.23	      29.76	46412004.00	49096604.00	46315276.00	
 2009/06/11	 2207.20	 2227.66	 2189.22	 2196.73	       37014472	    2190.59	    2141.95	    2073.61	    1937.38	    1754.50	    1810.32	           	           	           	           	      69.05	      56.39	      25.30	37014472.00	43997948.00	47646424.00	
