                  上证50 (000016)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	
 2004/12/21	  847.35	  855.08	  842.65	  845.38	        2644310	           	           	           	           	           	           	           	           	           	           	       0.00	       0.00	       0.00	 2644310.00	           	           	
 2004/12/22	  848.16	  865.17	  842.32	  865.08	        5298284	           	           	           	           	           	           	           	           	           	           	       1.57	       0.31	       2.51	 5298284.00	           	           	
 2004/12/23	  865.32	  865.32	  850.03	  850.70	        2359376	           	           	           	           	           	           	           	           	           	           	       1.64	       0.58	       2.12	 2359376.00	           	           	
 2004/12/24	  848.57	  856.49	  848.08	  851.78	        2457726	           	           	           	           	           	           	           	           	           	           	       1.76	       0.81	       1.88	 2457726.00	           	           	
 2004/12/27	  851.78	  859.09	  846.02	  848.19	        3169635	     852.23	           	           	           	           	           	           	           	           	           	       1.54	       0.96	       1.17	 3169635.00	 3185866.25	           	
 2004/12/28	  849.42	  852.66	  843.63	  848.63	        2893512	     852.88	           	           	           	           	           	           	           	           	           	       1.39	       1.05	       0.70	 2893512.00	 3235706.50	           	
 2004/12/29	  847.88	  854.33	  842.27	  843.78	        3604329	     848.62	           	           	           	           	           	           	           	           	           	       0.88	       1.01	      -0.28	 3604329.00	 2896915.50	           	
 2004/12/30	  842.36	  848.16	  837.21	  843.53	        3582315	     847.18	           	           	           	           	           	           	           	           	           	       0.44	       0.90	      -0.92	 3582315.00	 3141503.50	           	
 2004/12/31	  846.12	  850.85	  841.70	  842.73	        2978720	     845.37	           	           	           	           	           	           	           	           	           	       0.03	       0.72	      -1.39	 2978720.00	 3245702.25	           	
 2005/01/04	  836.99	  836.99	  824.01	  827.07	        4031697	     841.15	     846.69	           	           	           	           	           	           	           	           	      -1.55	       0.27	      -3.63	 4031697.00	 3418114.50	 3301990.50	
 2005/01/05	  825.71	  836.43	  822.97	  831.43	        3020863	     837.71	     845.29	           	           	           	           	           	           	           	           	      -2.41	      -0.27	      -4.29	 3020863.00	 3443584.75	 3339645.75	
 2005/01/06	  831.99	  833.07	  820.34	  822.50	        2753574	     833.45	     841.03	           	           	           	           	           	           	           	           	      -3.77	      -0.97	      -5.61	 2753574.00	 3273433.75	 3085174.75	
 2005/01/07	  822.67	  832.95	  819.44	  823.62	        3066086	     829.47	     838.33	           	           	           	           	           	           	           	           	      -4.71	      -1.72	      -5.99	 3066086.00	 3170188.00	 3155845.75	
 2005/01/10	  823.77	  833.65	  821.00	  832.99	        2479411	     827.52	     836.45	           	           	           	           	           	           	           	           	      -4.64	      -2.30	      -4.68	 2479411.00	 3070326.25	 3158014.25	
 2005/01/11	  833.21	  839.69	  831.38	  837.86	        2450098	     829.68	     835.41	           	           	           	           	           	           	           	           	      -4.15	      -2.67	      -2.95	 2450098.00	 2754006.50	 3086060.50	
 2005/01/12	  837.36	  837.80	  831.18	  837.24	        1632751	     830.84	     834.28	           	           	           	           	           	           	           	           	      -3.76	      -2.89	      -1.75	 1632751.00	 2476384.00	 2959984.50	
 2005/01/13	  836.17	  838.19	  833.10	  834.22	        2096694	     833.19	     833.32	           	           	           	           	           	           	           	           	      -3.66	      -3.04	      -1.23	 2096694.00	 2345008.00	 2809221.00	
 2005/01/14	  834.35	  845.55	  828.05	  829.04	        3627087	     834.27	     831.87	           	           	           	           	           	           	           	           	      -3.95	      -3.22	      -1.45	 3627087.00	 2457208.25	 2813698.00	
 2005/01/17	  821.19	  825.54	  810.00	  811.55	        3252217	     829.98	     828.75	           	           	           	           	           	           	           	           	      -5.53	      -3.68	      -3.68	 3252217.00	 2611769.50	 2841047.75	
 2005/01/18	  811.32	  817.69	  805.37	  817.31	        3719265	     825.87	     827.78	     837.23	           	           	           	           	           	           	           	      -6.24	      -4.20	      -4.09	 3719265.00	 2865602.75	 2809804.50	
 2005/01/19	  816.64	  817.16	  809.49	  810.99	        3297547	     820.62	     825.73	     835.51	           	           	           	           	           	           	           	      -7.23	      -4.80	      -4.86	 3297547.00	 3198562.00	 2837473.00	
 2005/01/20	  807.40	  810.87	  801.07	  805.08	        3649395	     814.79	     823.99	     832.51	           	           	           	           	           	           	           	      -8.40	      -5.52	      -5.75	 3649395.00	 3509102.25	 2927055.00	
 2005/01/21	  803.09	  835.24	  798.35	  831.85	        7407806	     815.36	     824.81	     831.57	           	           	           	           	           	           	           	      -7.08	      -5.83	      -2.49	 7407806.00	 4265246.00	 3361227.00	
 2005/01/24	  847.07	  851.24	  831.08	  842.41	        6486124	     821.53	     825.76	     831.10	           	           	           	           	           	           	           	      -5.13	      -5.69	       1.13	 6486124.00	 4912027.50	 3761898.50	
 2005/01/25	  839.72	  842.19	  832.09	  841.64	        4119281	     826.39	     826.13	     830.77	           	           	           	           	           	           	           	      -3.60	      -5.27	       3.35	 4119281.00	 4992030.50	 3928816.75	
 2005/01/26	  840.82	  844.07	  833.64	  834.67	        3018077	     831.13	     825.88	     830.08	           	           	           	           	           	           	           	      -2.91	      -4.80	       3.77	 3018077.00	 4936136.50	 4067349.25	
 2005/01/27	  831.83	  833.75	  820.93	  821.71	        3029540	     834.46	     824.63	     828.97	           	           	           	           	           	           	           	      -3.38	      -4.52	       2.27	 3029540.00	 4812165.50	 4160634.00	
 2005/01/28	  819.66	  822.82	  816.54	  820.69	        2339918	     832.22	     823.79	     827.83	           	           	           	           	           	           	           	      -3.79	      -4.37	       1.17	 2339918.00	 3798588.00	 4031917.00	
 2005/01/31	  817.93	  819.35	  810.72	  813.75	        2588408	     826.49	     824.01	     826.38	           	           	           	           	           	           	           	      -4.62	      -4.42	      -0.39	 2588408.00	 3019044.75	 3965536.00	
 2005/02/01	  812.56	  824.11	  812.15	  817.87	        2732303	     821.74	     824.07	     825.92	           	           	           	           	           	           	           	      -4.89	      -4.51	      -0.75	 2732303.00	 2741649.25	 3866840.00	
 2005/02/02	  819.24	  860.88	  819.24	  860.50	        7774033	     826.90	     829.02	     827.37	           	           	           	           	           	           	           	      -1.64	      -3.94	       4.60	 7774033.00	 3692840.50	 4314488.50	
 2005/02/03	  856.77	  867.20	  846.41	  848.49	        7120290	     832.26	     833.36	     828.67	           	           	           	           	           	           	           	      -0.04	      -3.16	       6.24	 7120290.00	 4510990.50	 4661578.00	
 2005/02/04	  847.62	  877.39	  845.45	  872.88	        7331555	     842.70	     837.46	     831.14	           	           	           	           	           	           	           	       3.17	      -1.89	      10.12	 7331555.00	 5509318.00	 4653953.00	
 2005/02/16	  877.97	  884.99	  871.38	  875.46	        5056844	     855.04	     840.77	     833.26	           	           	           	           	           	           	           	       5.84	      -0.35	      12.38	 5056844.00	 6003005.00	 4511025.00	
 2005/02/17	  876.64	  876.64	  861.45	  870.09	        3634848	     865.48	     843.61	     834.87	           	           	           	           	           	           	           	       7.45	       1.21	      12.47	 3634848.00	 6183514.00	 4462581.50	
 2005/02/18	  869.40	  870.53	  855.42	  856.21	        3521323	     864.63	     845.77	     835.82	           	           	           	           	           	           	           	       7.51	       2.47	      10.08	 3521323.00	 5332972.00	 4512906.00	
 2005/02/21	  856.95	  874.10	  856.95	  874.02	        4329100	     869.73	     851.00	     837.81	           	           	           	           	           	           	           	       8.90	       3.76	      10.28	 4329100.00	 4774734.00	 4642862.00	
 2005/02/22	  874.95	  889.98	  870.59	  887.07	        6674490	     872.57	     857.63	     840.71	           	           	           	           	           	           	           	      10.92	       5.19	      11.46	 6674490.00	 4643321.00	 5076319.50	
 2005/02/23	  886.67	  886.67	  872.56	  877.91	        7459593	     873.06	     864.05	     844.03	           	           	           	           	           	           	           	      11.65	       6.48	      10.34	 7459593.00	 5123871.00	 5563438.00	
 2005/02/24	  875.73	  878.14	  870.04	  877.34	        5475889	     874.51	     870.00	     847.03	           	           	           	           	           	           	           	      12.05	       7.60	       8.91	 5475889.00	 5492079.00	 5837796.50	
 2005/02/25	  878.22	  888.79	  877.10	  878.50	        6543358	     878.97	     871.80	     850.41	           	           	           	           	           	           	           	      12.31	       8.54	       7.55	 6543358.00	 6096486.00	 5714729.00	
 2005/02/28	  878.55	  878.66	  864.65	  868.89	        4847487	     877.94	     873.84	     853.60	           	           	           	           	           	           	           	      11.61	       9.16	       4.92	 4847487.00	 6200163.50	 5487448.50	
 2005/03/01	  868.37	  871.42	  863.49	  866.26	        3179948	     873.78	     873.17	     855.32	           	           	           	           	           	           	           	      10.72	       9.47	       2.51	 3179948.00	 5501255.00	 5072288.00	
 2005/03/02	  866.08	  875.07	  855.28	  855.88	        5951922	     869.37	     871.22	     855.99	           	           	           	           	           	           	           	       9.08	       9.39	      -0.63	 5951922.00	 5199721.00	 5161796.00	
 2005/03/03	  854.79	  863.10	  851.43	  861.69	        3339214	     866.24	     870.38	     856.99	           	           	           	           	           	           	           	       8.15	       9.14	      -1.99	 3339214.00	 4772386.00	 5132232.50	
 2005/03/04	  862.11	  866.58	  858.13	  859.49	        2983023	     862.44	     870.71	     858.23	           	           	           	           	           	           	           	       7.15	       8.74	      -3.19	 2983023.00	 4060318.75	 5078402.50	
 2005/03/07	  859.66	  865.53	  859.52	  863.70	        2797013	     861.40	     869.67	     860.33	           	           	           	           	           	           	           	       6.62	       8.32	      -3.40	 2797013.00	 3650224.00	 4925193.50	
 2005/03/08	  867.83	  876.88	  863.60	  876.34	        5257464	     863.42	     868.60	     863.12	           	           	           	           	           	           	           	       7.14	       8.08	      -1.89	 5257464.00	 4065727.25	 4783491.00	
 2005/03/09	  878.36	  880.49	  867.07	  869.40	        6973993	     866.12	     867.75	     865.90	           	           	           	           	           	           	           	       6.91	       7.85	      -1.87	 6973993.00	 4270141.50	 4734931.00	
 2005/03/10	  869.02	  869.10	  850.04	  851.53	        5591643	     864.09	     865.17	     867.58	           	           	           	           	           	           	           	       5.23	       7.32	      -4.19	 5591643.00	 4720627.00	 4746506.50	
 2005/03/11	  850.91	  857.27	  847.81	  853.90	        4661695	     862.97	     862.71	     867.25	           	           	           	           	           	           	           	       4.04	       6.67	      -5.25	 4661695.00	 5056361.50	 4558340.00	
 2005/03/14	  853.35	  865.82	  844.18	  857.61	        5537534	     861.76	     861.58	     867.71	           	           	           	           	           	           	           	       3.36	       6.01	      -5.29	 5537534.00	 5604466.00	 4627345.00	
 2005/03/15	  857.34	  857.63	  839.45	  840.96	        4667624	     854.68	     859.05	     866.11	           	           	           	           	           	           	           	       1.46	       5.10	      -7.28	 4667624.00	 5486498.00	 4776112.50	
 2005/03/16	  839.60	  840.59	  829.40	  832.82	        3904396	     847.36	     856.74	     863.98	           	           	           	           	           	           	           	      -0.70	       3.94	      -9.27	 3904396.00	 4872578.50	 4571360.00	
 2005/03/17	  833.71	  835.69	  826.16	  826.68	        3483096	     842.39	     853.24	     861.81	           	           	           	           	           	           	           	      -2.87	       2.58	     -10.89	 3483096.00	 4450869.00	 4585748.00	
 2005/03/18	  826.06	  830.20	  818.80	  821.03	        3402967	     835.82	     849.40	     860.05	           	           	           	           	           	           	           	      -4.99	       1.06	     -12.10	 3402967.00	 4199123.50	 4627742.50	
 2005/03/21	  820.42	  825.85	  818.27	  823.13	        2710832	     828.92	     845.34	     857.51	           	           	           	           	           	           	           	      -6.42	      -0.43	     -11.98	 2710832.00	 3633783.00	 4619124.50	
 2005/03/22	  822.61	  823.22	  805.51	  808.10	        4212965	     822.35	     838.52	     853.56	           	           	           	           	           	           	           	      -8.67	      -2.08	     -13.18	 4212965.00	 3542851.25	 4514674.50	
 2005/03/23	  806.40	  812.28	  798.01	  801.98	        4033777	     816.18	     831.77	     849.76	           	           	           	           	           	           	           	     -10.82	      -3.83	     -13.99	 4033777.00	 3568727.50	 4220653.00	
 2005/03/24	  800.80	  808.87	  795.84	  808.18	        3680114	     812.48	     827.44	     846.30	     843.52	           	           	           	           	           	           	     -11.89	      -5.44	     -12.90	 3680114.00	 3608131.00	 4029500.00	
 2005/03/25	  807.65	  810.45	  802.61	  806.42	        2741211	     809.56	     822.69	     842.70	     842.87	           	           	           	           	           	           	     -12.73	      -6.90	     -11.67	 2741211.00	 3475779.75	 3837451.50	
 2005/03/28	  805.41	  805.91	  795.46	  805.56	        2199636	     806.05	     817.49	     839.53	     841.88	           	           	           	           	           	           	     -13.32	      -8.18	     -10.27	 2199636.00	 3373540.50	 3503661.75	
 2005/03/29	  805.48	  812.33	  802.13	  802.74	        2791488	     804.98	     813.66	     836.36	     841.08	           	           	           	           	           	           	     -13.85	      -9.32	      -9.06	 2791488.00	 3089245.25	 3316048.25	
 2005/03/30	  800.96	  800.96	  790.19	  790.58	        3389530	     802.70	     809.44	     833.09	     840.06	           	           	           	           	           	           	     -15.07	     -10.47	      -9.21	 3389530.00	 2960395.75	 3264561.50	
 2005/03/31	  788.01	  795.79	  783.98	  795.67	        3299892	     800.19	     806.34	     829.79	     839.19	           	           	           	           	           	           	     -15.46	     -11.47	      -7.99	 3299892.00	 2884351.50	 3246241.25	
 2005/04/01	  794.95	  834.56	  791.10	  822.91	        7201383	     803.49	     806.53	     827.96	     838.76	           	           	           	           	           	           	     -13.41	     -11.85	      -3.11	 7201383.00	 3776385.75	 3626082.75	
 2005/04/04	  814.59	  818.80	  805.85	  808.59	        4581910	     804.10	     805.07	     825.21	     838.17	           	           	           	           	           	           	     -12.80	     -12.04	      -1.50	 4581910.00	 4252840.50	 3813190.50	
 2005/04/05	  806.51	  813.88	  800.09	  801.89	        4022176	     803.93	     804.45	     821.48	     837.48	           	           	           	           	           	           	     -12.70	     -12.17	      -1.05	 4022176.00	 4498978.00	 3794111.75	
 2005/04/06	  800.89	  820.86	  796.36	  816.88	        5417600	     809.19	     805.94	     818.86	     837.05	           	           	           	           	           	           	     -11.29	     -12.00	       1.42	 5417600.00	 4904592.00	 3932494.00	
 2005/04/07	  819.03	  840.37	  815.22	  824.61	        8194266	     814.98	     807.59	     817.51	     837.01	           	           	           	           	           	           	      -9.43	     -11.48	       4.10	 8194266.00	 5883467.00	 4383909.00	
 2005/04/08	  824.32	  838.51	  818.90	  838.06	        4854740	     818.01	     810.75	     816.72	     837.12	           	           	           	           	           	           	      -6.80	     -10.55	       7.49	 4854740.00	 5414138.50	 4595262.00	
 2005/04/11	  838.29	  841.64	  827.80	  830.91	        5495105	     822.47	     813.28	     815.39	     837.26	           	           	           	           	           	           	      -5.23	      -9.49	       8.50	 5495105.00	 5596777.50	 4924809.00	
 2005/04/12	  828.41	  830.28	  817.89	  818.47	        3213688	     825.79	     814.86	     814.26	     837.17	           	           	           	           	           	           	      -4.94	      -8.58	       7.28	 3213688.00	 5435080.00	 4967029.00	
 2005/04/13	  826.91	  842.48	  826.91	  835.63	        5734974	     829.54	     819.36	     814.40	     837.21	           	           	           	           	           	           	      -3.28	      -7.52	       8.47	 5734974.00	 5498554.50	 5201573.50	
 2005/04/14	  840.24	  841.17	  825.38	  826.01	        4631111	     829.82	     822.40	     814.37	     837.02	           	           	           	           	           	           	      -2.71	      -6.56	       7.69	 4631111.00	 4785923.50	 5334695.50	
 2005/04/15	  822.13	  822.13	  814.98	  817.09	        3656982	     825.62	     821.81	     814.17	     836.68	           	           	           	           	           	           	      -2.95	      -5.83	       5.78	 3656982.00	 4546372.00	 4980255.00	
 2005/04/18	  814.55	  815.47	  803.23	  806.39	        3618395	     820.72	     821.59	     813.33	     836.22	           	           	           	           	           	           	      -3.95	      -5.46	       3.01	 3618395.00	 4171030.00	 4883903.50	
 2005/04/19	  805.52	  811.07	  802.59	  809.36	        3609092	     818.90	     822.34	     813.40	     835.89	           	           	           	           	           	           	      -4.45	      -5.26	       1.60	 3609092.00	 4250111.00	 4842595.50	
 2005/04/20	  808.62	  808.62	  793.90	  798.52	        2911894	     811.47	     820.51	     813.22	     835.67	           	           	           	           	           	           	      -5.66	      -5.34	      -0.65	 2911894.00	 3685494.75	 4592024.50	
 2005/04/21	  796.12	  803.41	  790.10	  793.45	        3720094	     804.96	     817.39	     812.49	     835.27	           	           	           	           	           	           	      -6.95	      -5.66	      -2.58	 3720094.00	 3503291.50	 4144607.50	
 2005/04/22	  792.20	  800.16	  791.64	  794.82	        3721833	     800.51	     813.07	     811.91	     835.00	           	           	           	           	           	           	      -7.77	      -6.08	      -3.38	 3721833.00	 3516261.50	 4031316.75	
 2005/04/25	  792.94	  794.46	  783.60	  790.75	        4026407	     797.38	     809.05	     811.17	     834.77	           	           	           	           	           	           	      -8.65	      -6.60	      -4.11	 4026407.00	 3597864.00	 3884447.00	
 2005/04/26	  789.89	  797.70	  784.93	  792.30	        3810025	     793.97	     806.43	     810.64	     834.11	           	           	           	           	           	           	      -9.12	      -7.10	      -4.03	 3810025.00	 3638050.50	 3944080.75	
 2005/04/27	  790.47	  791.22	  781.95	  782.43	        4126604	     790.75	     801.11	     810.24	     833.11	           	           	           	           	           	           	     -10.17	      -7.71	      -4.90	 4126604.00	 3880992.50	 3783243.75	
 2005/04/28	  779.70	  797.74	  773.38	  793.88	        5350775	     790.84	     797.90	     810.15	     832.31	           	           	           	           	           	           	      -9.96	      -8.16	      -3.59	 5350775.00	 4207129.00	 3855210.00	
 2005/04/29	  793.45	  798.21	  786.39	  789.73	        4109545	     789.82	     795.16	     808.49	     831.56	           	           	           	           	           	           	     -10.01	      -8.53	      -2.96	 4109545.00	 4284671.00	 3900466.50	
 2005/05/09	  790.83	  795.09	  775.32	  775.32	        3032140	     786.73	     792.06	     806.83	     830.79	           	           	           	           	           	           	     -11.09	      -9.04	      -4.09	 3032140.00	 4085817.75	 3841841.00	
 2005/05/10	  772.61	  780.08	  764.85	  779.10	        4223893	     784.09	     789.03	     805.69	     830.10	           	           	           	           	           	           	     -11.51	      -9.54	      -3.94	 4223893.00	 4168591.50	 3903321.00	
 2005/05/11	  778.28	  782.21	  770.09	  771.59	        3105299	     781.92	     786.34	     803.42	     829.39	           	           	           	           	           	           	     -12.30	     -10.09	      -4.43	 3105299.00	 3964330.50	 3922661.50	
 2005/05/12	  770.82	  771.57	  753.57	  753.88	        4285749	     773.92	     782.38	     799.88	     828.33	           	           	           	           	           	           	     -14.20	     -10.91	      -6.57	 4285749.00	 3751325.25	 3979227.00	
 2005/05/13	  752.32	  768.40	  749.84	  757.30	        4818310	     767.44	     778.63	     795.85	     826.61	           	           	           	           	           	           	     -15.25	     -11.78	      -6.94	 4818310.00	 3893078.25	 4088874.75	
 2005/05/16	  754.78	  756.62	  742.41	  747.87	        3262005	     761.95	     774.34	     791.69	     824.93	           	           	           	           	           	           	     -16.65	     -12.75	      -7.79	 3262005.00	 3939051.25	 4012434.50	
 2005/05/17	  745.85	  757.88	  741.83	  750.71	        3157596	     756.27	     770.18	     788.31	     822.89	           	           	           	           	           	           	     -17.33	     -13.67	      -7.32	 3157596.00	 3725791.75	 3947191.50	
 2005/05/18	  751.56	  760.53	  743.90	  752.66	        2943064	     752.48	     767.20	     784.16	     820.85	           	           	           	           	           	           	     -17.51	     -14.44	      -6.15	 2943064.00	 3693344.75	 3828837.50	
 2005/05/19	  752.98	  757.74	  742.78	  754.78	        3475075	     752.66	     763.29	     780.60	     818.92	           	           	           	           	           	           	     -17.28	     -15.01	      -4.56	 3475075.00	 3531210.00	 3641267.50	
 2005/05/20	  754.16	  760.02	  749.71	  753.07	        2956331	     751.82	     759.63	     777.40	     817.21	           	           	           	           	           	           	     -17.05	     -15.41	      -3.26	 2956331.00	 3158814.25	 3525946.25	
 2005/05/23	  749.83	  749.83	  736.47	  737.74	        2602150	     749.79	     755.87	     773.96	     814.93	           	           	           	           	           	           	     -17.89	     -15.91	      -3.96	 2602150.00	 3026843.25	 3482947.25	
 2005/05/24	  734.53	  740.23	  726.27	  737.35	        3870226	     747.12	     751.70	     770.36	     812.44	           	           	           	           	           	           	     -18.38	     -16.40	      -3.95	 3870226.00	 3169369.25	 3447580.50	
 2005/05/25	  737.12	  744.52	  731.72	  737.54	        2507115	     744.10	     748.29	     767.31	     810.10	           	           	           	           	           	           	     -18.53	     -16.83	      -3.41	 2507115.00	 3082179.50	 3387762.00	
 2005/05/26	  737.10	  741.35	  727.24	  728.70	        2354867	     738.88	     745.77	     764.08	     807.62	           	           	           	           	           	           	     -19.15	     -17.29	      -3.71	 2354867.00	 2858137.75	 3194674.00	
 2005/05/27	  726.94	  736.16	  723.32	  724.52	        3337227	     733.17	     742.49	     760.56	     805.06	           	           	           	           	           	           	     -19.75	     -17.78	      -3.93	 3337227.00	 2934317.00	 3046565.50	
 2005/05/30	  723.10	  731.86	  717.82	  729.07	        2508439	     731.44	     740.61	     757.48	     802.73	           	           	           	           	           	           	     -19.63	     -18.15	      -2.95	 2508439.00	 2915574.75	 2971209.00	
 2005/05/31	  729.89	  737.94	  728.45	  731.00	        2920559	     730.17	     738.64	     754.41	     800.47	           	           	           	           	           	           	     -19.16	     -18.35	      -1.61	 2920559.00	 2725641.50	 2947505.25	
 2005/06/01	  730.12	  735.56	  717.68	  719.03	        2999512	     726.46	     735.28	     751.24	     798.19	           	           	           	           	           	           	     -19.53	     -18.59	      -1.87	 2999512.00	 2824120.75	 2953150.00	
 2005/06/02	  716.80	  718.51	  697.02	  701.37	        4256310	     721.00	     729.94	     746.62	     795.52	           	           	           	           	           	           	     -21.00	     -19.07	      -3.86	 4256310.00	 3204409.50	 3031273.50	
 2005/06/03	  699.42	  706.88	  693.55	  700.43	        3341607	     716.18	     724.67	     742.15	     792.87	           	           	           	           	           	           	     -21.99	     -19.65	      -4.67	 3341607.00	 3205285.50	 3069801.25	
 2005/06/06	  699.27	  717.28	  693.53	  717.21	        3560221	     713.81	     722.62	     739.25	     790.43	           	           	           	           	           	           	     -21.18	     -19.96	      -2.44	 3560221.00	 3415641.75	 3165608.25	
 2005/06/07	  718.40	  731.75	  712.14	  713.62	        4671384	     710.33	     720.25	     735.97	     787.71	           	           	           	           	           	           	     -20.59	     -20.08	      -1.00	 4671384.00	 3765806.75	 3245724.00	
 2005/06/08	  729.80	  775.00	  720.40	  772.13	       14244825	     720.95	     723.71	     736.00	     786.09	           	           	           	           	           	           	     -15.22	     -19.11	       7.78	14244825.00	 6014869.50	 4419495.00	
 2005/06/09	  774.30	  790.39	  762.37	  778.58	       14480813	     736.39	     728.70	     737.23	     784.88	           	           	           	           	           	           	     -10.33	     -17.35	      14.05	14480813.00	 8059770.00	 5632089.50	
 2005/06/10	  777.98	  777.98	  761.98	  766.66	       10095507	     749.64	     732.91	     737.70	     783.42	           	           	           	           	           	           	      -7.33	     -15.35	      16.04	10095507.00	 9410550.00	 6307917.50	
 2005/06/13	  762.00	  765.60	  747.42	  759.92	        6756939	     758.18	     735.99	     738.30	     781.79	           	           	           	           	           	           	      -5.43	     -13.37	      15.87	 6756939.00	10049894.00	 6732767.50	
 2005/06/14	  761.98	  772.86	  753.85	  754.55	        6257422	     766.37	     738.35	     738.50	     780.35	           	           	           	           	           	           	      -4.31	     -11.56	      14.48	 6257422.00	10367101.00	 7066454.00	
 2005/06/15	  752.30	  754.46	  743.55	  745.22	        4724394	     760.99	     740.97	     738.12	     778.89	           	           	           	           	           	           	      -4.13	     -10.07	      11.88	 4724394.00	 8463015.00	 7238942.00	
 2005/06/16	  745.20	  757.87	  742.96	  757.39	        5083836	     756.75	     746.57	     738.26	     777.74	           	           	           	           	           	           	      -2.97	      -8.65	      11.36	 5083836.00	 6583619.50	 7321695.00	
 2005/06/17	  761.09	  765.33	  756.19	  762.18	        6396261	     755.85	     752.75	     738.71	     776.76	           	           	           	           	           	           	      -1.65	      -7.25	      11.21	 6396261.00	 5843770.50	 7627160.00	
 2005/06/20	  764.10	  781.81	  759.34	  780.29	        8045943	     759.93	     759.05	     740.84	     776.04	           	           	           	           	           	           	       0.85	      -5.63	      12.97	 8045943.00	 6101571.00	 8075732.50	
 2005/06/21	  779.89	  779.89	  769.31	  770.29	        4617271	     763.07	     764.72	     742.48	     775.41	           	           	           	           	           	           	       2.01	      -4.10	      12.22	 4617271.00	 5773541.00	 8070321.00	
 2005/06/22	  768.02	  774.53	  766.03	  774.15	        4022904	     768.86	     764.92	     744.32	     774.95	           	           	           	           	           	           	       3.20	      -2.64	      11.68	 4022904.00	 5633243.00	 7048129.00	
 2005/06/23	  773.58	  776.21	  767.75	  768.33	        3173398	     771.05	     763.90	     746.30	     774.29	     808.90	           	           	           	           	           	       3.63	      -1.39	      10.03	 3173398.00	 5251155.50	 5917387.50	
 2005/06/24	  766.60	  772.70	  764.42	  772.32	        3815350	     773.08	     764.46	     748.69	     773.72	     808.30	           	           	           	           	           	       4.24	      -0.26	       9.00	 3815350.00	 4734973.00	 5289372.00	
 2005/06/27	  776.60	  786.48	  776.60	  782.38	        6072547	     773.49	     766.71	     751.35	     773.33	     807.61	           	           	           	           	           	       5.47	       0.88	       9.18	 6072547.00	 4340294.00	 5220932.50	
 2005/06/28	  779.68	  779.68	  773.38	  775.63	        3609530	     774.56	     768.82	     753.58	     772.88	     806.98	           	           	           	           	           	       5.84	       1.88	       7.93	 3609530.00	 4138745.75	 4956143.50	
 2005/06/29	  782.57	  782.88	  771.42	  772.02	        5250680	     774.14	     771.50	     756.23	     772.57	     806.32	           	           	           	           	           	       5.77	       2.66	       6.24	 5250680.00	 4384301.00	 5008772.00	
 2005/06/30	  770.96	  770.96	  755.89	  758.72	        4295351	     772.21	     771.63	     759.10	     771.96	     805.57	           	           	           	           	           	       4.59	       3.04	       3.10	 4295351.00	 4608691.50	 4929923.50	
 2005/07/01	  756.24	  756.24	  746.74	  748.05	        3281977	     767.36	     770.22	     761.48	     770.71	     804.73	           	           	           	           	           	       2.77	       2.99	      -0.44	 3281977.00	 4502017.00	 4618495.00	
 2005/07/04	  744.29	  747.67	  738.32	  747.09	        2952028	     760.30	     766.90	     762.98	     769.68	     803.93	           	           	           	           	           	       1.23	       2.64	      -2.82	 2952028.00	 3877913.25	 4109103.50	
 2005/07/05	  743.72	  745.98	  736.24	  741.21	        3806804	     753.42	     763.99	     764.36	     768.67	     803.07	           	           	           	           	           	      -0.46	       2.02	      -4.96	 3806804.00	 3917368.00	 4028057.00	
 2005/07/06	  742.14	  744.08	  732.47	  734.77	        2857625	     745.97	     760.05	     762.49	     767.30	     802.17	           	           	           	           	           	      -2.29	       1.15	      -6.90	 2857625.00	 3438757.00	 3911529.00	
 2005/07/07	  733.87	  739.21	  731.65	  735.55	        2444907	     741.33	     756.77	     760.34	     765.82	     801.41	           	           	           	           	           	      -3.64	       0.19	      -7.67	 2444907.00	 3068668.25	 3838680.00	
 2005/07/08	  733.93	  733.93	  725.37	  727.56	        2627786	     737.24	     752.30	     758.38	     763.98	     800.55	           	           	           	           	           	      -5.29	      -0.90	      -8.78	 2627786.00	 2937830.00	 3719923.50	
 2005/07/11	  734.72	  744.93	  725.58	  726.91	        3297888	     733.20	     746.75	     756.73	     762.24	     799.75	           	           	           	           	           	      -6.58	      -2.04	      -9.08	 3297888.00	 3007002.00	 3442457.50	
 2005/07/12	  724.16	  756.25	  721.85	  753.06	        7264520	     735.57	     744.49	     756.66	     761.15	     799.16	           	           	           	           	           	      -5.42	      -2.72	      -5.42	 7264520.00	 3698545.25	 3807956.50	
 2005/07/13	  751.89	  754.10	  745.84	  748.55	        3964952	     738.33	     742.15	     756.82	     759.70	     798.46	           	           	           	           	           	      -4.82	      -3.14	      -3.36	 3964952.00	 3920010.50	 3679383.75	
 2005/07/14	  746.67	  759.27	  745.07	  753.64	        4195496	     741.94	     741.64	     756.64	     758.50	     797.76	           	           	           	           	           	      -3.88	      -3.28	      -1.19	 4195496.00	 4270128.50	 3669398.25	
