796.12,803.41,790.10,372.0094,793.45
792.20,800.16,791.64,372.1833,794.82
792.94,794.46,783.60,402.6407,790.75
789.89,797.70,784.93,381.0025,792.30
790.47,791.22,781.95,412.6604,782.43
779.70,797.74,773.38,535.0775,793.88
793.45,798.21,786.39,410.9545,789.73
790.83,795.09,775.32,303.214,775.32
772.61,780.08,764.85,422.3893,779.10
778.28,782.21,770.09,310.5299,771.59
770.82,771.57,753.57,428.5749,753.88
752.32,768.40,749.84,481.831,757.30
754.78,756.62,742.41,326.2005,747.87
745.85,757.88,741.83,315.7596,750.71
751.56,760.53,743.90,294.3064,752.66
752.98,757.74,742.78,347.5075,754.78
754.16,760.02,749.71,295.6331,753.07
749.83,749.83,736.47,260.215,737.74
734.53,740.23,726.27,387.0226,737.35
737.12,744.52,731.72,250.7115,737.54
737.10,741.35,727.24,235.4867,728.70
726.94,736.16,723.32,333.7227,724.52
723.10,731.86,717.82,250.8439,729.07
729.89,737.94,728.45,292.0559,731.00
730.12,735.56,717.68,299.9512,719.03
716.80,718.51,697.02,425.631,701.37
699.42,706.88,693.55,334.1607,700.43
699.27,717.28,693.53,356.0221,717.21
718.40,731.75,712.14,467.1384,713.62
729.80,775.00,720.40,1424.4825,772.13
774.30,790.39,762.37,1448.0813,778.58
777.98,777.98,761.98,1009.5507,766.66
762.00,765.60,747.42,675.6939,759.92
761.98,772.86,753.85,625.7422,754.55
752.30,754.46,743.55,472.4394,745.22
745.20,757.87,742.96,508.3836,757.39
761.09,765.33,756.19,639.6261,762.18
764.10,781.81,759.34,804.5943,780.29
779.89,779.89,769.31,461.7271,770.29
768.02,774.53,766.03,402.2904,774.15
773.58,776.21,767.75,317.3398,768.33
766.60,772.70,764.42,381.535,772.32
776.60,786.48,776.60,607.2547,782.38
779.68,779.68,773.38,360.953,775.63
782.57,782.88,771.42,525.068,772.02
770.96,770.96,755.89,429.5351,758.72
756.24,756.24,746.74,328.1977,748.05
744.29,747.67,738.32,295.2028,747.09
743.72,745.98,736.24,380.6804,741.21
742.14,744.08,732.47,285.7625,734.77
733.87,739.21,731.65,244.4907,735.55
733.93,733.93,725.37,262.7786,727.56
734.72,744.93,725.58,329.7888,726.91
724.16,756.25,721.85,726.452,753.06
751.89,754.10,745.84,396.4952,748.55
746.67,759.27,745.07,419.5496,753.64
752.86,757.79,744.93,333.8828,748.52
746.77,750.76,743.13,293.7647,746.92
745.29,752.14,743.54,315.6551,747.48
747.59,755.66,744.99,390.0027,753.55
753.45,757.38,750.74,357.412,756.98
761.12,774.80,756.33,1002.7352,768.72
767.30,770.33,764.16,406.5982,764.65
764.60,785.24,764.60,998.226,780.75
781.08,792.74,780.45,787.3262,792.49
792.55,797.40,787.86,708.435,789.85
788.74,792.45,785.78,563.5019,788.63
788.22,796.52,786.88,422.7431,790.00
790.31,797.53,787.82,460.6458,797.35
798.39,805.12,797.05,774.597,797.74
796.07,798.53,792.62,462.092,795.15
798.20,812.66,797.88,685.3864,812.33
814.12,818.98,811.36,650.8898,812.72
811.90,815.12,806.51,550.8797,814.61
814.67,822.24,812.88,700.3216,822.16
822.57,832.89,821.71,954.9257,832.24
833.96,834.98,817.79,1008.5244,822.33
832.15,839.87,826.46,993.3655,839.51
840.07,842.84,824.45,827.8171,828.23
828.22,834.03,817.85,715.1731,833.84
841.70,843.32,812.01,1546.5823,814.29
813.11,820.78,809.22,831.3833,817.68
819.36,824.77,814.64,825.9903,823.08
823.20,823.45,811.14,646.2631,818.05
818.19,830.54,818.19,742.8816,825.45
825.55,828.74,816.44,689.1055,823.58
823.76,825.00,817.87,596.9516,822.20
821.79,822.49,808.49,578.1239,811.31
809.98,814.56,807.44,413.086,809.06
809.55,817.51,806.58,392.9366,816.76
817.23,828.97,814.60,663.8056,827.90
829.24,831.66,825.68,553.1768,829.46
829.77,832.45,823.36,576.2091,829.34
829.55,830.05,815.15,613.5587,815.75
815.03,825.60,812.99,593.9641,825.12
826.65,830.67,822.12,712.3565,827.12
827.00,832.12,820.94,548.4767,823.64
824.44,826.05,818.97,389.4781,821.98
821.54,830.34,819.60,518.5633,829.92
831.19,834.27,828.16,673.494,834.01
834.44,835.00,831.06,501.9059,833.51
833.56,834.97,828.64,426.7717,830.62
831.04,832.57,828.22,447.4206,831.57
832.22,833.10,824.09,580.7454,827.27
827.01,827.01,810.11,677.982,811.14
808.89,809.35,789.94,637.3339,796.94
796.09,800.68,791.51,368.1381,793.16
793.31,796.47,790.44,326.6694,793.73
793.71,796.37,781.13,399.5392,782.23
781.73,787.86,781.42,269.0424,781.69
784.15,792.71,784.15,461.1854,792.25
792.79,794.94,789.69,278.2926,793.65
792.76,793.81,787.04,224.1973,787.75
787.27,796.38,785.74,220.4381,796.07
796.04,797.97,791.73,395.7832,795.32
795.05,797.59,787.82,362.6515,788.36
788.40,790.79,775.31,319.5982,777.49
776.26,777.24,765.71,391.2253,769.32
769.57,773.78,767.14,433.9203,769.91
771.04,777.75,767.65,379.0934,769.68
768.62,774.05,764.43,347.0598,773.68
773.52,777.86,770.81,414.6275,774.06
774.58,774.58,767.04,504.0261,771.15
771.02,771.37,763.79,425.2178,765.03
763.12,763.12,747.00,542.2567,749.13
747.51,753.73,744.08,538.0312,751.26
751.21,756.16,742.23,504.5932,749.96
749.19,761.79,747.73,486.3889,759.24
758.27,759.53,748.72,342.3567,757.05
757.93,768.10,757.93,461.2656,762.94
763.06,767.12,753.53,495.6626,755.78
755.54,760.34,753.55,333.7208,758.92
758.45,758.73,749.21,273.8298,754.20
753.32,759.67,749.39,353.8182,758.32
758.51,763.74,755.30,468.47,756.17
756.21,756.56,745.05,390.1463,746.35
745.17,748.52,740.09,313.2113,746.45
746.06,746.99,740.98,190.9156,743.34
743.37,748.55,738.88,207.2972,740.07
739.07,744.17,733.03,310.1622,744.14
743.80,745.97,739.58,291.8399,743.80
743.93,765.04,743.30,670.2009,760.57
758.23,760.82,754.98,465.111,758.55
758.42,758.42,747.26,491.0246,747.31
746.40,755.53,744.41,522.3614,754.16
753.43,765.62,752.71,783.8338,761.66
761.55,766.79,758.46,778.2026,766.68
765.27,770.84,760.21,527.3204,762.91
761.92,763.10,753.92,452.7584,755.29
754.49,759.96,751.90,413.2642,759.63
759.35,763.65,756.53,324.4926,758.94
758.69,762.60,753.38,382.1218,757.02
756.04,756.07,750.18,380.3362,751.35
750.16,762.00,748.01,500.8981,760.20
760.01,767.71,758.67,459.3752,767.54
767.78,772.74,762.46,411.2508,765.55
765.25,777.65,762.99,503.7545,777.03
776.19,777.46,772.61,346.5475,774.71
774.06,774.80,767.61,372.9903,773.59
773.04,780.69,768.63,505.3779,778.49
778.47,784.17,777.10,617.0657,778.23
777.93,782.86,776.01,421.3598,782.04
781.93,783.48,777.86,349.6177,781.80
781.50,787.23,779.90,392.3968,787.23
787.06,791.64,783.04,392.017,783.98
783.16,788.45,781.94,308.4027,787.39
788.10,791.65,786.77,434.4149,791.44
791.39,798.34,790.98,582.5367,795.56
796.66,797.02,790.40,488.0138,792.16
792.09,793.65,787.87,525.6192,793.54
793.32,802.10,793.12,694.6292,801.90
804.06,804.61,793.77,720.4531,796.40
801.41,812.84,800.21,997.3073,812.60
815.47,829.09,813.25,1153.6327,827.84
828.88,842.69,824.53,1211.2499,836.90
837.76,841.13,832.33,903.7866,838.29
837.94,838.85,826.97,875.4121,838.56
837.97,842.06,829.32,912.5046,832.28
830.69,837.97,827.50,644.7275,836.58
838.38,840.68,828.34,674.4537,831.14
830.48,830.48,814.57,698.5723,814.89
813.88,819.95,813.12,535.0481,818.35
818.03,836.21,817.54,743.4485,835.15
835.93,842.74,830.58,891.3612,840.59
840.09,844.43,836.68,871.1861,840.38
840.96,843.09,835.67,710.9687,840.13
841.73,843.78,834.75,749.0155,838.46
838.20,847.16,837.47,684.3001,846.99
849.51,861.43,849.37,920.9656,861.07
861.67,863.96,848.49,1163.3911,856.67
856.94,863.45,854.17,1139.8788,862.58
862.05,862.05,848.78,861.7234,850.80
850.93,860.30,848.43,680.5958,859.97
862.49,863.21,852.59,625.7763,859.60
859.97,863.07,857.16,473.8596,862.65
865.22,872.41,864.77,949.0856,868.02
869.13,869.13,854.08,914.5743,856.05
855.70,864.62,853.15,688.34,857.99
858.65,865.69,856.76,570.5999,857.97
857.65,872.74,854.36,933.4674,872.57
873.37,878.22,868.16,1002.9996,870.10
870.51,877.90,866.76,649.082,877.65
878.11,883.02,877.40,647.5498,882.78
893.21,894.83,886.83,1098.0055,887.62
886.79,893.49,874.69,754.2235,892.90
893.49,897.10,891.21,728.0151,895.63
890.67,891.77,873.27,909.8945,876.62
876.43,880.83,869.84,841.6669,880.37
880.11,884.21,876.62,769.2508,879.33
879.29,879.33,860.45,737.8372,861.86
860.12,862.10,852.23,675.4091,859.32
856.31,859.94,852.09,451.332,853.38
853.94,860.49,853.48,420.1121,857.14
857.21,864.95,856.74,404.2034,863.68
864.45,866.02,855.82,427.5559,860.87
860.70,868.58,859.81,501.9333,868.32
868.07,869.10,864.50,521.2405,865.72
865.24,866.94,859.30,515.6161,863.27
863.56,875.55,858.96,583.7754,875.13
875.02,881.28,872.89,619.565,875.23
875.10,876.52,869.65,503.065,875.82
875.34,875.92,869.08,652.8492,875.11
874.71,876.52,867.92,644.2295,869.44
869.54,872.56,864.39,592.3461,872.56
872.76,877.29,871.39,638.4208,874.77
879.92,891.02,878.75,1103.253,885.29
885.15,889.37,877.41,728.2054,877.78
876.27,879.55,873.59,669.6754,878.37
879.54,891.60,879.54,780.6568,891.56
892.40,901.04,890.91,960.8057,900.84
901.67,908.07,900.67,956.0866,906.30
907.15,910.54,900.36,977.6176,901.65
901.48,903.17,891.39,900.4836,897.31
898.01,909.53,896.14,868.0735,909.28
909.91,916.27,906.15,1012.6045,912.39
912.68,914.10,907.81,786.6846,908.95
908.25,911.47,891.54,896.7079,892.13
889.76,910.82,889.76,1054.715,910.63
915.53,924.96,908.71,1402.9486,921.21
924.93,931.96,916.76,1103.404,927.48
932.47,937.04,922.81,1251.4289,930.83
931.44,934.45,916.94,1238.1211,922.05
921.86,942.23,919.46,1388.164,939.87
949.67,955.87,933.85,1639.2602,940.90
938.24,938.36,924.45,1099.1972,931.32
930.68,950.29,928.91,1314.2027,948.21
949.49,953.39,939.05,925.0964,943.34
939.50,966.32,934.06,1480.7951,964.45
968.92,996.91,968.92,1614.7479,996.23
999.11,1019.64,995.26,1843.1252,1017.62
1021.32,1029.41,1008.49,1572.2201,1023.00
1022.24,1042.78,1012.56,1764.7404,1012.90
1015.39,1051.12,1012.27,1802.1252,1050.96
1059.77,1086.35,1049.94,2383.3004,1086.00
1096.24,1117.43,1068.72,2563.4678,1079.70
1079.36,1097.20,1058.80,1746.3968,1080.96
1069.44,1076.43,1046.89,1546.964,1068.20
1072.16,1101.62,1068.37,2781.1552,1096.21
1096.45,1107.66,1089.42,2367.1662,1095.57
1088.07,1088.07,1055.16,2121.3438,1058.99
1062.89,1081.43,1035.45,1678.8944,1055.81
1056.55,1060.84,1034.22,1144.062,1050.70
1053.58,1065.28,1049.29,1272.6544,1064.13
1069.88,1090.59,1063.23,1419.6884,1090.57
1098.46,1099.66,1083.47,1273.7449,1092.25
1091.39,1093.68,1070.90,1315.4248,1078.86
1076.79,1107.18,1073.49,1657.681,1106.23
1110.19,1113.95,1090.79,1886.9648,1097.51
1097.53,1103.24,1072.85,1834.6252,1102.90
1101.54,1114.25,1093.73,1533.1517,1100.56
1102.15,1102.15,1045.17,1908.1252,1046.42
1039.23,1059.99,1026.32,1577.5919,1057.08
1053.37,1058.55,1030.57,1175.0228,1031.46
1024.27,1045.52,1017.84,879.4631,1034.68
1035.23,1045.44,1023.79,801.1612,1032.62
1027.19,1027.19,1011.90,771.8394,1022.12
1022.55,1033.82,1018.88,558.3165,1021.99
1025.42,1047.46,1025.42,834.4294,1047.33
1036.97,1061.48,1027.56,908.5143,1056.64
1055.67,1062.23,1049.01,861.6451,1060.54
1060.54,1067.86,1043.74,1019.6575,1056.50
1054.24,1066.23,1051.99,797.3817,1057.23
1056.23,1064.12,1048.30,721.3344,1061.41
1063.09,1084.35,1063.09,968.0949,1083.05
1084.83,1088.84,1075.17,721.5446,1081.13
1080.01,1083.77,1073.19,683.5037,1080.61
1082.51,1105.34,1082.51,1322.5241,1105.05
1110.57,1117.05,1096.35,1188.4475,1102.70
1108.03,1125.70,1104.73,1415.9881,1125.36
1128.08,1129.54,1106.74,1371.5452,1115.17
1114.56,1114.56,1082.71,1099.0532,1092.82
1091.44,1110.17,1090.23,920.7779,1109.83
1112.13,1114.64,1094.97,962.3213,1099.06
1098.77,1101.38,1089.36,769.1872,1098.81
1100.48,1102.78,1092.61,750.6699,1101.82
1102.80,1106.66,1096.62,916.4664,1100.59
1098.45,1099.21,1049.59,1443.3392,1051.98
1043.76,1067.33,1038.47,926.0284,1059.26
1057.24,1068.57,1051.03,696.6726,1067.53
1067.42,1067.42,1056.85,627.6949,1064.75
1063.16,1063.53,1036.42,760.0512,1040.59
1039.23,1048.17,1034.74,547.9106,1046.99
1047.45,1057.31,1047.24,620.3989,1056.63
1044.86,1059.72,1037.34,620.9876,1058.07
1059.67,1071.94,1059.67,684.5686,1068.11
1070.26,1073.64,1063.97,601.0414,1069.44
1068.42,1077.08,1055.07,810.924,1060.58
1060.11,1062.48,1041.83,645.1301,1050.64
1049.69,1049.69,1019.46,740.6088,1020.54
1018.68,1025.66,1009.37,574.7454,1011.15
1011.16,1016.69,997.02,647.4219,1007.60
1009.50,1013.13,999.36,482.0822,1008.18
1009.36,1015.14,988.86,574.7006,990.83
984.26,992.22,974.84,557.0511,978.09
977.84,995.00,977.84,532.7039,994.54
996.45,999.92,990.21,444.5287,993.66
993.46,1011.92,993.34,743.8685,1011.64
1011.27,1015.41,1005.72,524.2413,1011.64
1011.97,1016.71,988.99,583.6061,992.45
990.54,1008.18,989.58,509.4588,1007.80
1008.47,1018.91,1004.28,768.5408,1018.89
1016.18,1016.18,1004.41,514.4127,1009.31
1010.72,1018.29,1006.04,532.5816,1008.05
986.45,1008.56,982.90,486.2398,1008.31
1008.16,1023.69,1008.01,595.6729,1018.51
1017.46,1028.09,1017.46,693.2734,1021.87
1021.93,1028.55,1014.17,526.7042,1028.24
1029.72,1033.82,1027.03,597.1569,1028.29
1030.98,1049.35,1030.82,855.2666,1048.85
1050.31,1060.61,1048.16,1004.7112,1049.64
1047.56,1051.73,1041.42,577.4807,1048.78
1049.12,1053.52,1044.46,683.1951,1048.58
1047.81,1049.69,1032.71,792.5549,1033.74
1032.64,1046.32,1032.53,612.4974,1046.14
1048.06,1056.81,1045.38,907.9965,1052.17
1052.91,1057.14,1047.32,687.7365,1056.26
1059.12,1059.15,1041.68,815.2386,1045.15
1045.15,1051.18,1042.47,592.0797,1050.80
1051.75,1058.00,1045.18,762.5074,1057.85
1058.31,1070.02,1056.96,1265.85,1066.82
1068.42,1084.21,1067.79,1664.9135,1069.01
1071.13,1077.87,1060.17,942.5336,1070.11
1070.39,1094.82,1070.39,2012.0936,1094.15
1098.61,1102.67,1091.99,1365.4724,1096.47
1098.31,1108.72,1095.48,959.8097,1101.96
1100.27,1101.83,1090.45,872.5589,1098.93
1098.77,1109.92,1098.77,1016.696,1106.87
1110.33,1116.26,1093.39,1149.4079,1094.18
1092.41,1099.45,1082.47,963.4932,1091.72
1090.85,1091.46,1072.32,730.5084,1077.30
1076.49,1089.48,1076.19,583.1209,1088.75
1089.62,1102.61,1085.76,791.6432,1101.97
1103.52,1117.57,1103.42,991.6399,1115.72
1134.40,1151.71,1131.35,1842.281,1151.43
1152.15,1160.62,1144.99,1593.5107,1152.24
1151.95,1155.91,1139.86,1291.3167,1152.41
1153.03,1158.85,1144.23,1430.4432,1147.23
1145.83,1155.69,1142.37,1138.3976,1149.58
1150.83,1152.54,1133.11,1014.3046,1135.48
1132.23,1138.48,1122.22,817.2174,1125.44
1124.72,1147.15,1124.16,836.4665,1146.93
1148.71,1154.80,1144.35,827.8639,1148.41
1149.93,1161.30,1149.10,912.9232,1152.31
1151.39,1157.95,1130.21,1068.2744,1132.69
1132.13,1159.42,1132.13,1035.0174,1159.13
1161.28,1180.48,1157.34,1368.3011,1166.25
1166.18,1178.63,1157.30,2154.1652,1178.08
1178.08,1181.06,1160.34,1921.9264,1164.57
1163.18,1176.76,1160.24,1530.2368,1175.80
1177.98,1194.17,1177.98,1647.3364,1193.84
1194.64,1211.81,1191.88,1724.5488,1211.55
1213.18,1214.14,1197.26,1905.2458,1208.27
1211.45,1227.78,1209.26,1867.9776,1219.00
1210.06,1245.99,1205.58,1886.5496,1245.69
1252.02,1259.29,1235.45,1809.1596,1258.65
1253.47,1255.40,1240.31,1251.3136,1241.44
1234.56,1273.26,1232.78,1642.688,1268.33
1267.14,1293.35,1251.90,3101.4924,1262.53
1259.10,1274.93,1237.26,2153.3032,1245.83
1246.45,1263.73,1227.62,1888.2936,1262.16
1263.35,1293.80,1255.33,2086.3528,1293.25
1298.63,1322.10,1296.41,3491.5584,1299.12
1292.51,1321.96,1286.71,2281.1896,1321.01
1327.12,1362.84,1327.12,2849.5016,1362.45
1359.36,1376.88,1338.97,2358.554,1376.63
1372.68,1400.77,1362.24,2867.4672,1382.23
1382.92,1403.87,1380.69,2654.5498,1395.68
1387.99,1390.49,1369.78,2393.1612,1385.94
1378.48,1387.21,1366.26,2118.6748,1381.32
1378.65,1385.96,1354.10,1935.8368,1367.52
1343.02,1389.05,1333.14,1894.0348,1382.72
1386.69,1425.79,1386.69,2426.322,1425.21
1427.75,1440.30,1420.60,2142.3472,1430.36
1431.04,1487.00,1431.04,3249.4948,1486.53
1490.85,1517.26,1488.73,2779.0668,1500.47
1500.56,1521.44,1445.75,3585.5588,1498.31
1496.74,1552.44,1495.66,3837.7592,1507.86
1486.71,1511.75,1451.84,3245.3434,1453.92
1447.26,1525.87,1447.26,2607.9224,1524.96
1533.97,1560.23,1517.38,3137.6402,1544.91
1548.22,1558.43,1523.07,2446.161,1544.16
1547.60,1574.15,1544.91,1984.4824,1573.48
1578.80,1599.08,1566.01,1876.1374,1597.12
1602.59,1638.24,1602.59,2690.2454,1637.14
1645.41,1666.21,1613.98,3147.6506,1643.14
1632.66,1649.35,1611.20,2211.2444,1643.97
1643.91,1654.12,1618.61,2420.8296,1620.24
1610.83,1634.95,1602.40,1918.215,1614.24
1619.57,1683.44,1619.57,2855.2324,1665.16
1666.07,1692.83,1650.80,2966.4044,1673.88
1678.02,1726.58,1676.47,3040.0428,1726.43
1730.80,1773.32,1723.54,3375.8448,1737.16
1751.41,1819.04,1751.41,3968.6344,1805.31
1842.63,1924.92,1821.48,5477.8664,1836.14
1814.70,1844.23,1791.64,4584.5544,1815.12
1813.62,1862.84,1804.41,3705.3976,1856.62
1858.09,1933.32,1852.47,3564.846,1932.28
1945.30,1964.35,1915.81,3481.0268,1963.63
1964.65,1977.88,1922.32,3126.1786,1927.22
1911.51,1941.51,1861.55,2907.3152,1876.14
1872.08,1963.84,1872.08,2650.4608,1963.16
1989.22,2005.51,1950.02,3105.3244,1992.10
1997.81,2033.92,1927.12,3281.2868,1955.74
1942.99,1964.55,1884.39,3085.1152,1936.92
1937.04,1997.16,1937.04,2911.84,1995.53
2020.00,2076.69,2020.00,3629.7928,2075.54
2095.22,2113.40,2025.83,4266.0216,2105.99
2111.71,2170.33,2106.14,3585.9936,2145.69
2124.17,2160.89,2088.93,3272.3074,2098.18
2066.51,2176.35,2026.11,3247.1582,2164.51
2181.87,2238.43,2175.84,3752.23,2222.41
2232.20,2251.57,2177.00,3465.4404,2197.19
2186.42,2193.83,2034.35,3648.846,2052.91
2021.44,2064.61,1981.56,2700.0412,2051.66
2052.95,2057.16,1945.10,2541.2576,1954.97
1943.06,1956.79,1899.68,2024.525,1906.03
1901.58,1955.71,1824.60,3306.2004,1954.16
1964.26,2029.99,1964.26,3196.7916,2001.37
2006.75,2031.54,1980.32,2253.8144,2023.18
2024.90,2027.85,1987.01,2140.7546,2003.32
2004.22,2083.11,2001.34,2180.922,2082.40
2091.30,2114.51,2081.33,1972.8032,2108.63
2112.68,2181.84,2105.59,2446.3064,2174.00
2192.90,2236.82,2192.90,2713.6518,2235.45
2255.58,2266.43,2217.79,2896.536,2232.98
2225.87,2248.38,2197.37,3142.7468,2242.76
2251.20,2253.47,2027.75,4061.4464,2030.36
1996.56,2104.58,1996.56,3108.744,2096.23
2097.10,2097.10,2009.53,2830.1494,2039.68
2033.90,2082.05,2022.85,2146.501,2069.07
2062.03,2088.47,1978.57,2559.6094,2019.73
2015.69,2101.00,2004.38,2166.5084,2076.87
2086.62,2143.59,2084.03,2323.3432,2129.48
2134.76,2150.95,2105.66,1828.5948,2150.15
2154.51,2171.84,2125.56,2861.351,2144.22
2146.98,2148.29,2105.84,2293.044,2140.53
2145.18,2152.00,2125.96,2213.0556,2149.97
2119.87,2123.01,2074.50,2314.3192,2100.56
2098.64,2138.92,2098.64,2105.707,2138.05
2145.92,2154.73,2085.36,2780.3552,2107.63
2060.76,2195.28,2054.93,3414.0704,2176.15
2184.31,2187.23,2152.96,2217.974,2175.13
2182.45,2204.07,2170.93,2139.6052,2192.93
2212.16,2228.32,2199.78,3188.8936,2208.47
2206.54,2220.37,2151.88,2809.5872,2200.04
2204.77,2230.83,2188.92,2862.444,2230.00
2234.63,2244.21,2216.80,3013.628,2237.22
2240.24,2280.57,2184.40,5185.6368,2277.97
2285.02,2351.35,2281.25,5807.9052,2301.48
2287.71,2313.48,2274.72,2842.4342,2288.26
2299.49,2343.20,2299.49,3041.266,2342.52
2352.38,2367.71,2337.77,3084.5514,2362.98
2367.92,2386.15,2350.86,2967.4532,2372.66
2367.42,2398.47,2352.92,2883.9586,2392.64
2369.89,2399.83,2361.36,2940.0402,2390.64
2398.86,2443.10,2398.86,3472.7816,2442.93
2459.41,2479.20,2419.84,4250.1664,2473.76
2486.97,2514.02,2464.21,4193.2808,2508.47
2513.85,2540.54,2502.19,3372.6348,2535.10
2538.40,2551.06,2507.58,3749.2052,2517.79
2519.66,2586.80,2519.33,3318.6636,2585.34
2595.05,2603.70,2504.10,3557.3344,2577.01
2578.85,2578.85,2530.41,3765.7664,2558.52
2555.08,2558.79,2380.32,4505.8192,2452.55
2465.74,2553.53,2465.74,3542.9024,2547.50
2574.00,2651.61,2570.48,4697.21,2651.43
2673.98,2693.58,2640.27,4320.6,2659.21
2649.67,2695.39,2608.74,4369.322,2679.08
2696.40,2711.41,2664.76,3073.9284,2702.13
2706.36,2717.97,2654.95,3078.01,2681.30
2715.89,2768.95,2694.24,3490.6776,2757.83
2827.12,2849.59,2795.74,4086.6868,2831.26
2833.33,2867.09,2760.22,6565.6456,2860.31
2864.10,2903.71,2844.49,5174.4392,2885.72
2868.63,2880.86,2809.70,3681.642,2867.97
2823.46,2919.44,2803.52,3957.5928,2885.50
2888.91,2895.32,2768.93,3885.8528,2770.66
2764.26,2829.53,2731.82,3114.8044,2828.52
2837.72,2888.45,2825.21,3184.9112,2872.79
2862.94,2875.62,2835.98,2840.0646,2854.32
2763.77,2875.02,2757.57,3916.2672,2864.70
2873.31,2903.85,2869.01,3847.7552,2882.67
2887.64,2920.76,2862.49,3520.5364,2919.94
2927.49,2949.88,2866.94,4221.1408,2906.81
2894.70,2958.74,2881.50,3420.8736,2942.51
2976.76,3012.60,2968.91,4500.5924,2998.86
3009.44,3051.06,3002.91,4412.6344,3050.44
2875.79,3000.94,2828.86,5723.1272,2857.00
2838.10,2986.53,2748.06,5506.6956,2940.37
2963.47,3055.87,2885.52,5165.3336,2906.59
2923.41,2935.88,2685.73,4032.9136,2695.76
2638.42,2780.75,2493.31,4290.8892,2778.66
2788.97,2814.06,2713.08,3209.3064,2781.32
2797.23,2857.31,2786.77,3326.1002,2856.54
2861.81,2875.50,2812.94,3091.761,2856.02
2875.11,2924.18,2856.99,3367.1248,2918.30
2930.43,2984.07,2859.60,3470.2676,2982.90
3007.65,3058.49,3000.92,4201.7032,3045.94
3036.35,3050.99,2982.81,2906.8948,3010.17
2984.27,3046.71,2973.96,2533.5184,3035.78
3090.17,3154.26,3087.80,3649.1336,3133.53
3123.89,3155.97,3100.83,2932.3732,3132.30
3133.31,3150.49,3050.43,2811.012,3059.16
3048.37,3118.67,3043.30,2618.7424,3109.92
3114.82,3146.00,2982.23,2871.7924,3037.51
3054.28,3082.82,2927.78,2683.4446,2942.29
2892.03,2968.40,2860.72,2006.4192,2966.24
2977.19,3068.32,2956.81,2417.765,3057.34
